fetched_at,place_name,AREA_NM,AREA_CD,_key_used,DST_SE_NM,EMRG_STEP_NM,MSG_CN,CRT_DT
2026-09-04T23:16:36.811991+09:00,홍대 관광특구,홍대 관광특구,POI007,KEY_4,기타,안전안내,서울세계불꽃축제 개최로 ▲원효대교 9.5.(토) 09:00-9.6.(일) 03:00 ▲여의동로 9.5.(토) 15:00-24:00 전면통제. 차량 우회 및 대중교통 이용바랍니다. [서울특별시],2026-09-04 19:39:56
2026-09-04T23:16:36.811991+09:00,홍대 관광특구,홍대 관광특구,POI007,KEY_4,기타,안전안내,2026. 9. 4.(금) 20시부터 20시20분까지 “서울세계불꽃축제 2026 전야제”가 여의도 일대에서 진행됩니다. 행사시간 중 불꽃 폭음이 발생되니 인근 주민분들께서는 놀라지 마시고 관람객이 다수 모이는 장소는 피하시는 등 안전사고에 유의해주시기 바랍니다. [마포구],2026-09-04 19:30:15
2026-09-04T23:16:36.811991+09:00,난지한강공원,난지한강공원,POI090,KEY_2,기타,안전안내,서울세계불꽃축제 개최로 ▲원효대교 9.5.(토) 09:00-9.6.(일) 03:00 ▲여의동로 9.5.(토) 15:00-24:00 전면통제. 차량 우회 및 대중교통 이용바랍니다. [서울특별시],2026-09-04 19:39:56
2026-09-04T23:16:36.811991+09:00,난지한강공원,난지한강공원,POI090,KEY_2,기타,안전안내,2026. 9. 4.(금) 20시부터 20시20분까지 “서울세계불꽃축제 2026 전야제”가 여의도 일대에서 진행됩니다. 행사시간 중 불꽃 폭음이 발생되니 인근 주민분들께서는 놀라지 마시고 관람객이 다수 모이는 장소는 피하시는 등 안전사고에 유의해주시기 바랍니다. [마포구],2026-09-04 19:30:15
2026-09-04T23:16:36.811991+09:00,망원한강공원,망원한강공원,POI094,KEY_2,기타,안전안내,서울세계불꽃축제 개최로 ▲원효대교 9.5.(토) 09:00-9.6.(일) 03:00 ▲여의동로 9.5.(토) 15:00-24:00 전면통제. 차량 우회 및 대중교통 이용바랍니다. [서울특별시],2026-09-04 19:39:56
2026-09-04T23:16:36.811991+09:00,망원한강공원,망원한강공원,POI094,KEY_2,기타,안전안내,2026. 9. 4.(금) 20시부터 20시20분까지 “서울세계불꽃축제 2026 전야제”가 여의도 일대에서 진행됩니다. 행사시간 중 불꽃 폭음이 발생되니 인근 주민분들께서는 놀라지 마시고 관람객이 다수 모이는 장소는 피하시는 등 안전사고에 유의해주시기 바랍니다. [마포구],2026-09-04 19:30:15
2026-09-04T23:16:36.811991+09:00,월드컵공원,월드컵공원,POI106,KEY_2,기타,안전안내,서울세계불꽃축제 개최로 ▲원효대교 9.5.(토) 09:00-9.6.(일) 03:00 ▲여의동로 9.5.(토) 15:00-24:00 전면통제. 차량 우회 및 대중교통 이용바랍니다. [서울특별시],2026-09-04 19:39:56
2026-09-04T23:16:36.811991+09:00,월드컵공원,월드컵공원,POI106,KEY_2,기타,안전안내,2026. 9. 4.(금) 20시부터 20시20분까지 “서울세계불꽃축제 2026 전야제”가 여의도 일대에서 진행됩니다. 행사시간 중 불꽃 폭음이 발생되니 인근 주민분들께서는 놀라지 마시고 관람객이 다수 모이는 장소는 피하시는 등 안전사고에 유의해주시기 바랍니다. [마포구],2026-09-04 19:30:15
2026-09-04T23:16:36.811991+09:00,연남동,연남동,POI073,KEY_1,기타,안전안내,서울세계불꽃축제 개최로 ▲원효대교 9.5.(토) 09:00-9.6.(일) 03:00 ▲여의동로 9.5.(토) 15:00-24:00 전면통제. 차량 우회 및 대중교통 이용바랍니다. [서울특별시],2026-09-04 19:39:56
2026-09-04T23:16:36.811991+09:00,연남동,연남동,POI073,KEY_1,기타,안전안내,2026. 9. 4.(금) 20시부터 20시20분까지 “서울세계불꽃축제 2026 전야제”가 여의도 일대에서 진행됩니다. 행사시간 중 불꽃 폭음이 발생되니 인근 주민분들께서는 놀라지 마시고 관람객이 다수 모이는 장소는 피하시는 등 안전사고에 유의해주시기 바랍니다. [마포구],2026-09-04 19:30:15
2026-09-04T23:16:36.811991+09:00,DMC(디지털미디어시티),DMC(디지털미디어시티),POI084,KEY_1,기타,안전안내,서울세계불꽃축제 개최로 ▲원효대교 9.5.(토) 09:00-9.6.(일) 03:00 ▲여의동로 9.5.(토) 15:00-24:00 전면통제. 차량 우회 및 대중교통 이용바랍니다. [서울특별시],2026-09-04 19:39:56
2026-09-04T23:16:36.811991+09:00,DMC(디지털미디어시티),DMC(디지털미디어시티),POI084,KEY_1,기타,안전안내,2026. 9. 4.(금) 20시부터 20시20분까지 “서울세계불꽃축제 2026 전야제”가 여의도 일대에서 진행됩니다. 행사시간 중 불꽃 폭음이 발생되니 인근 주민분들께서는 놀라지 마시고 관람객이 다수 모이는 장소는 피하시는 등 안전사고에 유의해주시기 바랍니다. [마포구],2026-09-04 19:30:15
2026-09-04T23:16:36.811991+09:00,신촌·이대역,신촌·이대역,POI040,KEY_2,기타,안전안내,서울세계불꽃축제 개최로 ▲원효대교 9.5.(토) 09:00-9.6.(일) 03:00 ▲여의동로 9.5.(토) 15:00-24:00 전면통제. 차량 우회 및 대중교통 이용바랍니다. [서울특별시],2026-09-04 19:39:56
2026-09-04T23:16:36.811991+09:00,신촌·이대역,신촌·이대역,POI040,KEY_2,기타,안전안내,2026. 9. 4.(금) 20시부터 20시20분까지 “서울세계불꽃축제 2026 전야제”가 여의도 일대에서 진행됩니다. 행사시간 중 불꽃 폭음이 발생되니 인근 주민분들께서는 놀라지 마시고 관람객이 다수 모이는 장소는 피하시는 등 안전사고에 유의해주시기 바랍니다. [마포구],2026-09-04 19:30:15
2026-09-04T23:16:36.811991+09:00,합정역,합정역,POI053,KEY_2,기타,안전안내,서울세계불꽃축제 개최로 ▲원효대교 9.5.(토) 09:00-9.6.(일) 03:00 ▲여의동로 9.5.(토) 15:00-24:00 전면통제. 차량 우회 및 대중교통 이용바랍니다. [서울특별시],2026-09-04 19:39:56
2026-09-04T23:16:36.811991+09:00,합정역,합정역,POI053,KEY_2,기타,안전안내,2026. 9. 4.(금) 20시부터 20시20분까지 “서울세계불꽃축제 2026 전야제”가 여의도 일대에서 진행됩니다. 행사시간 중 불꽃 폭음이 발생되니 인근 주민분들께서는 놀라지 마시고 관람객이 다수 모이는 장소는 피하시는 등 안전사고에 유의해주시기 바랍니다. [마포구],2026-09-04 19:30:15
2026-09-04T23:16:36.811991+09:00,홍대입구역(2호선),홍대입구역(2호선),POI055,KEY_4,기타,안전안내,서울세계불꽃축제 개최로 ▲원효대교 9.5.(토) 09:00-9.6.(일) 03:00 ▲여의동로 9.5.(토) 15:00-24:00 전면통제. 차량 우회 및 대중교통 이용바랍니다. [서울특별시],2026-09-04 19:39:56
2026-09-04T23:16:36.811991+09:00,홍대입구역(2호선),홍대입구역(2호선),POI055,KEY_4,기타,안전안내,2026. 9. 4.(금) 20시부터 20시20분까지 “서울세계불꽃축제 2026 전야제”가 여의도 일대에서 진행됩니다. 행사시간 중 불꽃 폭음이 발생되니 인근 주민분들께서는 놀라지 마시고 관람객이 다수 모이는 장소는 피하시는 등 안전사고에 유의해주시기 바랍니다. [마포구],2026-09-04 19:30:15
